date,Sitarganj,Khatima,Rudrapur,Kashipur,Pilibhit,Bazpur,Nainital,Haldwani,Jaspur,Pantnagar,Nanakmatta
01-01-2025,16.475431781557987,43.653545825188125,13.540406691221685,23.359135871165698,2.3843305041866936,33.232821803435,4.653846944672352,24.358942625081685,11.169523991414188,18.798283717110305,39.09224533882626
02-01-2025,2.137667098550744,26.168967384146768,4.3522670659465525,29.23229086514954,4.302354045942031,41.51852859893238,46.74464523795447,42.81162496400722,19.839324886092395,45.81555012557331,5.926567718670839
03-01-2025,44.59845483409233,34.71650732043216,11.713798087028959,46.91960325587706,25.751519323560306,26.848178198550816,23.917156156912316,30.477233332429826,16.773261408171486,26.498948751016577,40.555644887082885
04-01-2025,22.81553785097759,44.80376695940414,46.80040914715452,23.74855088090704,34.144455108124575,26.122670234676775,39.23026190197438,28.59903027016783,49.2092785055519,15.112206874271077,1.2790338624938613
05-01-2025,37.117507370478414,46.91249349947286,40.20660015436345,39.47630730615292,42.53739089268885,43.08099929610466,47.2341133515379,34.81694068621701,38.86832258423994,34.21113036227958,20.196879682575965
06-01-2025,29.635379461913246,35.740681172508836,30.619449985404906,36.26273244555544,2.4172571331737336,34.28985463680993,16.327322782539326,4.320809030168032,41.67885551717363,8.629770269982545,47.93958647081595
07-01-2025,40.16019399151747,23.238169929928727,21.032299816446365,49.00411364672761,47.149474432091864,42.0873126530453,31.835080938385595,40.74278908556771,7.007537030386285,15.802334254978373,33.66945532919981
08-01-2025,46.986853169226684,20.70305990572539,36.35090370254168,10.873118169743861,47.36968041760578,20.393005512691776,39.7999788785755,19.537394262841552,37.50328204820993,36.40200525640944,26.934640341103144
09-01-2025,7.651923991116972,23.846744122742457,17.50724747793862,5.098005682078527,47.589886403119685,45.00216516950804,25.20279287281969,35.37399187903853,17.480687056145584,13.363365166444135,44.674260059537026
10-01-2025,33.244876574239505,4.638485159946182,30.149756105190384,33.160769474051754,11.593815135389839,18.505552330941715,39.465534736203665,25.188937616527284,21.886432485897167,29.73217793721753,23.503018615047782
11-01-2025,6.290114724764429,42.753420623292655,41.15673826885005,11.519293944865726,44.91195634974449,32.92481933309727,16.083328040528063,38.86388981253933,25.846455445245137,46.100990707990924,12.71657413125024
12-01-2025,36.58036219723479,33.99493683255625,38.161152042685515,24.33453098656147,34.52356579950903,47.344086335252825,46.057601475519235,1.8741449401748433,21.254598787418207,14.066520882019379,31.958407852718295
13-01-2025,37.543271748398745,39.19964482465102,29.840627668774587,47.505714273678095,33.63930182816263,27.00595393825667,6.455722012616155,5.817409320661909,2.9185373864095974,13.11646244365267,40.991543992564786
14-01-2025,20.984036684624062,35.220579256030796,8.00235081584923,22.763414221906668,12.509010349816895,23.96841498852012,6.738729521234904,16.931291931758295,36.628125806969216,44.90113076052812,37.59822613530048
15-01-2025,40.66801186502762,33.78884878482,46.45162482876295,11.068955133713276,3.2935196634317707,16.972443562499322,48.24757833201256,37.46386631310198,30.146997456085423,30.45059752485185,11.29013533515626
16-01-2025,21.189699864976053,17.95437282220232,34.421497785634486,3.450505279308186,2.4372751236234613,41.81156838137911,33.29435864687583,19.599554941362424,39.17084109720927,38.292744010849276,20.310026081430653
